PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"36849624","Coactivation of Autonomic and Central Nervous Systems During Processing of Socially Relevant Information in Autism Spectrum Disorder: A Systematic Review","Karjalainen S, Aro T, Parviainen T.","Neuropsychol Rev. 2024 Mar;34(1):214-231. doi: 10.1007/s11065-023-09579-2. Epub 2023 Feb 27.","Karjalainen S","Neuropsychol Rev","2024","2023/02/28","PMC10920494","","10.1007/s11065-023-09579-2"
"36034397","Breast Reconstruction Does Not Affect the Survival of Patients with Breast Cancer Located in the Central and Nipple Portion: A Surveillance, Epidemiology, and End Results Database Analysis","Xiong M, Liu Z, Lv W, Zhao C, Wang Y, Tan Y, Zhang Q, Wu Y, Zeng H.","Front Surg. 2022 May 17;9:855999. doi: 10.3389/fsurg.2022.855999. eCollection 2022.","Xiong M","Front Surg","2022","2022/08/29","PMC9406515","","10.3389/fsurg.2022.855999"
"39064124","Fournier's Gangrene Surgical Reconstruction: A Systematic Review","Susini P, Marcaccini G, Efica J, Giuffrè MT, Mazzotta R, Caneschi C, Cuomo R, Nisi G, Grimaldi L.","J Clin Med. 2024 Jul 12;13(14):4085. doi: 10.3390/jcm13144085.","Susini P","J Clin Med","2024","2024/07/27","PMC11278345","","10.3390/jcm13144085"
"35361149","Irinotecan plus temozolomide in relapsed Ewing sarcoma: an integrated analysis of retrospective studies","Wang BC, Xiao BY, Lin GH.","BMC Cancer. 2022 Mar 31;22(1):349. doi: 10.1186/s12885-022-09469-5.","Wang BC","BMC Cancer","2022","2022/04/01","PMC8969362","","10.1186/s12885-022-09469-5"
"36009076","Biomarkers of Relapse in Cocaine Use Disorder: A Narrative Review","Poireau M, Milpied T, Maillard A, Delmaire C, Volle E, Bellivier F, Icick R, Azuar J, Marie-Claire C, Bloch V, Vorspan F.","Brain Sci. 2022 Jul 30;12(8):1013. doi: 10.3390/brainsci12081013.","Poireau M","Brain Sci","2022","2022/08/26","PMC9405750","","10.3390/brainsci12081013"
"41965658","Mobile phone addiction among nursing interns and its related influencing factors: a cross-sectional network analysis","Sun Z, Xiang M, Li J, Xu L, Gao Y.","BMC Nurs. 2026 Apr 11;25(1):477. doi: 10.1186/s12912-026-04652-6.","Sun Z","BMC Nurs","2026","2026/04/11","PMC13202813","","10.1186/s12912-026-04652-6"
"36630537","Screening for in vitro systematic reviews: a comparison of screening methods and training of a machine learning classifier","Wilson E, Cruz F, Maclean D, Ghanawi J, McCann SK, Brennan PM, Liao J, Sena ES, Macleod M.","Clin Sci (Lond). 2023 Jan 31;137(2):181-193. doi: 10.1042/CS20220594.","Wilson E","Clin Sci (Lond)","2023","2023/01/11","PMC9885807","","10.1042/CS20220594"
"20556756","Concurrent chemoradiotherapy in non-small cell lung cancer","O'Rourke N, Roqué I Figuls M, Farré Bernadó N, Macbeth F.","Cochrane Database Syst Rev. 2010 Jun 16;2010(6):CD002140. doi: 10.1002/14651858.CD002140.pub3.","O'Rourke N","Cochrane Database Syst Rev","2010","2010/06/18","PMC12584098","","10.1002/14651858.CD002140.pub3"
"42182549","Efficacy and Safety of Esketamine in Total Hip and Knee Arthroplasty: A Systematic Review and Meta-Analysis of Randomized Controlled Trials","AlAyyaf AE, Alharran AM, Al-Mutairi M, Alazemi WB, Behbehani MA, Alajmi MM, Altamimi KM, Alqallaf A, Almohammad AY.","Cureus. 2026 May 23;18(5):e109496. doi: 10.7759/cureus.109496. eCollection 2026 May.","AlAyyaf AE","Cureus","2026","2026/05/25","PMC13198191","","10.7759/cureus.109496"
"37490490","Costs and models used in the economic analysis of Total Knee Replacement (TKR): A systematic review","Gandhi N, Qadeer AS, Meher A, Rachel J, Patra A, John J, Anilkumar A, Dutta A, Nanda L, Rout SK.","PLoS One. 2023 Jul 25;18(7):e0280371. doi: 10.1371/journal.pone.0280371. eCollection 2023.","Gandhi N","PLoS One","2023","2023/07/25","PMC10368258","","10.1371/journal.pone.0280371"
"35073954","Different internal fixation methods for unstable distal clavicle fractures in adults: a systematic review and network meta-analysis","Xu Y, Guo X, Peng H, Dai H, Huang Z, Zhao J.","J Orthop Surg Res. 2022 Jan 24;17(1):43. doi: 10.1186/s13018-021-02904-6.","Xu Y","J Orthop Surg Res","2022","2022/01/25","PMC8785604","","10.1186/s13018-021-02904-6"
"34912450","Blood-Brain Barrier Overview: Structural and Functional Correlation","Alahmari A.","Neural Plast. 2021 Dec 6;2021:6564585. doi: 10.1155/2021/6564585. eCollection 2021.","Alahmari A","Neural Plast","2021","2021/12/16","PMC8668349","","10.1155/2021/6564585"
"21249686","Factor Xa inhibitors for acute coronary syndromes","Brito V, Ciapponi A, Kwong J.","Cochrane Database Syst Rev. 2011 Jan 19;2011(1):CD007038. doi: 10.1002/14651858.CD007038.pub2.","Brito V","Cochrane Database Syst Rev","2011","2011/01/21","PMC13061356","","10.1002/14651858.CD007038.pub2"
"40157731","Evaluation of the psychometric properties of patient-reported outcome measures of health-related quality of life across the European cancer continuum: a systematic review protocol using COSMIN methodology","Leysen L, Marticic Giljevic K, Piccinin C, Shkodra M, Pe M, Petersen M, Apolone G, Brunelli C, Lombardo C, Velikova G, Gilbert A, Pravettoni G, Ciliberto G, Groenvold M, Ferrer M, Bos N, Pietrobon R, Couespel N, Caraceni A, Guren M, Sirven A, Vachon H; EUonQOL consortium.","BMJ Open. 2025 Mar 29;15(3):e088716. doi: 10.1136/bmjopen-2024-088716.","Leysen L","BMJ Open","2025","2025/03/29","PMC11956298","","10.1136/bmjopen-2024-088716"
"32610822","Defining Delayed Discharges of Inpatients and Their Impact in Acute Hospital Care: A Scoping Review","Micallef A, Buttigieg SC, Tomaselli G, Garg L.","Int J Health Policy Manag. 2022 Feb 1;11(2):103-111. doi: 10.34172/ijhpm.2020.94.","Micallef A","Int J Health Policy Manag","2022","2020/07/03","PMC9278600","","10.34172/ijhpm.2020.94"
"36401477","Tuina for shoulder pain after stroke: A protocol for systematic review and meta-analysis","Sun W, Ji G, Lu L, Sun J, Guo H, Yao Y, Gao S, Li J, Chen J, Song B.","Medicine (Baltimore). 2022 Nov 18;101(46):e31828. doi: 10.1097/MD.0000000000031828.","Sun W","Medicine (Baltimore)","2022","2022/11/19","PMC9678572","","10.1097/MD.0000000000031828"
"36295062","Endothelin System and Ischemia-Induced Ventricular Tachyarrhythmias","Mouchtouri ET, Konstantinou T, Lekkas P, Kolettis TM.","Life (Basel). 2022 Oct 18;12(10):1627. doi: 10.3390/life12101627.","Mouchtouri ET","Life (Basel)","2022","2022/10/27","PMC9605000","","10.3390/life12101627"
"36090171","Case report: Lympho-histiocytic meningoencephalitis with central nervous system vasculitis of unknown origin in three dogs","Zdora I, Raue J, Söbbeler F, Tipold A, Baumgärtner W, Nessler JN.","Front Vet Sci. 2022 Aug 24;9:944867. doi: 10.3389/fvets.2022.944867. eCollection 2022.","Zdora I","Front Vet Sci","2022","2022/09/12","PMC9449415","","10.3389/fvets.2022.944867"
"30298036","Neural Underpinnings of the Perception of Emotional States Derived From Biological Human Motion: A Review of Neuroimaging Research","Bachmann J, Munzert J, Krüger B.","Front Psychol. 2018 Sep 21;9:1763. doi: 10.3389/fpsyg.2018.01763. eCollection 2018.","Bachmann J","Front Psychol","2018","2018/10/10","PMC6160569","","10.3389/fpsyg.2018.01763"
"42016460","Sleep Bruxism: A Narrative Review of Current Concepts, Mechanisms, and Clinical Implications","Balasubramaniam R, Manfredini D, Guan G.","J R Soc N Z. 2026 Apr 20;56(2):e70046. doi: 10.1002/snz2.70046. eCollection 2026 Apr.","Balasubramaniam R","J R Soc N Z","2026","2026/04/22","PMC13094812","","10.1002/snz2.70046"
"41472986","'Publish or Perish!': perception and self-appraisal of Indian physicians on academic publications: A cross-sectional study","Nath S, Mudgal SK, Narasimha VL, Varshney S.","Niger Med J. 2025 Nov 11;66(4):1572-1586. doi: 10.71480/nmj.v66i4.1002. eCollection 2025 Jul-Aug.","Nath S","Niger Med J","2025","2025/12/31","PMC12746313","","10.71480/nmj.v66i4.1002"
"38110877","Intraoperative circulatory arrest secondary to high-risk pulmonary embolism. Case series and updated literature review","Cruz G, Pedroza S, Giraldo M, Peña AD, Calderón CA, Quintero IF.","BMC Anesthesiol. 2023 Dec 18;23(1):415. doi: 10.1186/s12871-023-02370-z.","Cruz G","BMC Anesthesiol","2023","2023/12/19","PMC10726619","","10.1186/s12871-023-02370-z"
"36329979","Eccentric distance zone analysis system: New regional evaluation of cephalic fixator tip location for predicting cut-out in geriatric intertrochanteric fractures with internal fixation","Yang YF, Huang JW, Gao XS, Xu ZH.","Front Surg. 2022 Oct 18;9:956877. doi: 10.3389/fsurg.2022.956877. eCollection 2022.","Yang YF","Front Surg","2022","2022/11/04","PMC9622757","","10.3389/fsurg.2022.956877"
"38971762","The effectiveness and safety of acupoint herbal patching for allergic rhinitis: protocol for a systematic review and meta-analysis","Xu N, Zhang CS, Tan X, Lai Y, Cen Y, Zhou S, Xia J, Li Y, Luo Q.","Syst Rev. 2024 Jul 6;13(1):172. doi: 10.1186/s13643-024-02598-x.","Xu N","Syst Rev","2024","2024/07/06","PMC11227191","","10.1186/s13643-024-02598-x"
"33778610","Pulmonary Embolism at CT Pulmonary Angiography in Patients with COVID-19","Kaminetzky M, Moore W, Fansiwala K, Babb JS, Kaminetzky D, Horwitz LI, McGuinness G, Knoll A, Ko JP.","Radiol Cardiothorac Imaging. 2020 Jul 2;2(4):e200308. doi: 10.1148/ryct.2020200308. eCollection 2020 Aug.","Kaminetzky M","Radiol Cardiothorac Imaging","2020","2021/03/29","PMC7336753","","10.1148/ryct.2020200308"
"39169962","Sensory feedback and central neuronal interactions in mouse locomotion","Molkov YI, Yu G, Ausborn J, Bouvier J, Danner SM, Rybak IA.","R Soc Open Sci. 2024 Aug 21;11(8):240207. doi: 10.1098/rsos.240207. eCollection 2024 Aug.","Molkov YI","R Soc Open Sci","2024","2024/08/22","PMC11335407","","10.1098/rsos.240207"
"40091097","Stereotactic radiosurgery in the management of central nervous system hemangioblastomas: a systematic review and meta-analysis","Zare A, Zare A, Khaboushan AS, Hajikarimloo B, Sheehan JP.","Neurosurg Rev. 2025 Mar 17;48(1):303. doi: 10.1007/s10143-025-03454-9.","Zare A","Neurosurg Rev","2025","2025/03/17","PMC11911270","","10.1007/s10143-025-03454-9"
"40806324","Gut-Brain Interactions in Neuronal Ceroid Lipofuscinoses: A Systematic Review Beyond the Brain in Paediatric Dementias","Della Vecchia S, Marchese M, Simonati A, Santorelli FM.","Int J Mol Sci. 2025 Jul 25;26(15):7192. doi: 10.3390/ijms26157192.","Della Vecchia S","Int J Mol Sci","2025","2025/08/14","PMC12346404","","10.3390/ijms26157192"
"41648132","Tonically active interneurons gate motor output in Drosophila larvae","Date T, Liu Y, Yamaguchi A, McNulty P, Wu R, Gershow M, Nose A, Zwart MF, Kohsaka H.","bioRxiv [Preprint]. 2026 Jan 21:2026.01.19.700243. doi: 10.64898/2026.01.19.700243.","Date T","bioRxiv","2026","2026/02/06","PMC12871849","","10.64898/2026.01.19.700243"
"35655955","Unsplinted Attachments and Patient-Reported Outcome Measures (PROMs) in 2-Implant-Retained Mandibular Overdentures: A Systematic Review","Patil PG, Seow LL, Kweh TJ, Nimbalkar S.","Int J Dent. 2022 May 24;2022:5955847. doi: 10.1155/2022/5955847. eCollection 2022.","Patil PG","Int J Dent","2022","2022/06/03","PMC9155965","","10.1155/2022/5955847"
"40604914","Vectors, host range, and spatial distribution of Dirofilaria immitis and D. repens in Europe: a systematic review","Hattendorf C, Lühken R.","Infect Dis Poverty. 2025 Jul 2;14(1):58. doi: 10.1186/s40249-025-01328-2.","Hattendorf C","Infect Dis Poverty","2025","2025/07/03","PMC12217203","","10.1186/s40249-025-01328-2"
"37745300","The Arf-GEF GBF1 undergoes multi-domain structural shifts to activate Arf at the Golgi","Meissner JM, Akhmetova K, Szul T, Viktorova EG, Sha B, Bhatt JM, Lee EJ, Kahn RA, Belov GA, Chesnokov I, Sztul E.","Front Cell Dev Biol. 2023 Sep 7;11:1233272. doi: 10.3389/fcell.2023.1233272. eCollection 2023.","Meissner JM","Front Cell Dev Biol","2023","2023/09/25","PMC10512945","","10.3389/fcell.2023.1233272"
"42375254","Regional epidemiology of fowl adenovirus in China from 1988 to 2024: A meta-analysis","Si M, Wang Y, Qiu J, Chong X, Yang B, Chu M, Liang Y, Cheng W, Zhang H, Chen X, Qi Y.","Open Vet J. 2026 Jan;16(1):521-535. doi: 10.5455/OVJ.2026.v16.i1.50. Epub 2026 Jan 31.","Si M","Open Vet J","2026","2026/06/30","PMC13313913","","10.5455/OVJ.2026.v16.i1.50"
"37426777","Protocol for a systematic review of the effects of gardening physical activity on neuroplasticity and cognitive function","Lentoor AG, Motsamai TB, Nxiweni T, Mdletshe B, Mdingi S.","AIMS Neurosci. 2023 May 18;10(2):118-129. doi: 10.3934/Neuroscience.2023009. eCollection 2023.","Lentoor AG","AIMS Neurosci","2023","2023/07/10","PMC10323255","","10.3934/Neuroscience.2023009"
"40748906","Biochemical neuroplasticity in the cerebellum after physical exercise: Systematic review and meta-analysis","Corrêa MG, Lobão TA, Bahia GMDC, Aires EMS, Gomes RDC, Medeiros de Queiroz JH, Monteiro MC, Bahia CP.","PLoS One. 2025 Aug 1;20(8):e0309259. doi: 10.1371/journal.pone.0309259. eCollection 2025.","Corrêa MG","PLoS One","2025","2025/08/01","PMC12316286","","10.1371/journal.pone.0309259"
"38560719","Brain functional and structural changes in diabetic children. How can intellectual development be optimized in type 1 diabetes?","Stanisławska-Kubiak M, Majewska KA, Krasińska A, Wais P, Majewski D, Mojs E, Kȩdzia A.","Ther Adv Chronic Dis. 2024 Mar 29;15:20406223241229855. doi: 10.1177/20406223241229855. eCollection 2024.","Stanisławska-Kubiak M","Ther Adv Chronic Dis","2024","2024/04/01","PMC10981223","","10.1177/20406223241229855"
"41749946","Image-Guided Adaptive Brachytherapy for Uterine Cancer: A Comprehensive Review","Chen YC, Yeh CY.","Cancers (Basel). 2026 Feb 20;18(4):693. doi: 10.3390/cancers18040693.","Chen YC","Cancers (Basel)","2026","2026/02/27","PMC12939052","","10.3390/cancers18040693"
"42121056","Automated end-tidal control versus manual regulation in low-flow volatile anesthesia: a systematic review and meta-analysis","Shaban A, Zaki HA, Shaban EE, Shaban A, Elkandow A, Abdelrahim MG, El-Abd AS, Abosamak MF.","BMC Anesthesiol. 2026 May 13;26(1):297. doi: 10.1186/s12871-026-03878-w.","Shaban A","BMC Anesthesiol","2026","2026/05/13","PMC13170165","","10.1186/s12871-026-03878-w"
"35029921","Research progress of diagnosing methodology for lumbar segmental instability: A narrative review","Wang Y, Huang K.","Medicine (Baltimore). 2022 Jan 7;101(1):e28534. doi: 10.1097/MD.0000000000028534.","Wang Y","Medicine (Baltimore)","2022","2022/01/14","PMC8735792","","10.1097/MD.0000000000028534"
"","Depressive episode as initial symptoms of Perry syndrome","Téllez Gómez A, Pardo González C, Sabater Ferragut A, Ribes Cuenca J.","Eur Psychiatry. 2023 Jul 19;66(Suppl 1):S825. doi: 10.1192/j.eurpsy.2023.1746. eCollection 2023 Mar.","Téllez Gómez A","Eur Psychiatry","2023","","PMC10479069","","10.1192/j.eurpsy.2023.1746"
"36559730","Simulation of Nondilute Dendrimer Systems with the Bond Fluctuation Model","Freire JJ.","Polymers (Basel). 2022 Dec 8;14(24):5363. doi: 10.3390/polym14245363.","Freire JJ","Polymers (Basel)","2022","2022/12/23","PMC9782099","","10.3390/polym14245363"
"40756170","Depression and anxiety among people living with HIV and key populations at risk for HIV in the Eastern European and Central Asian region: a scoping review","Pashalishvili M, Zurashvili T, Imerlishvili E, Salnikova A, Ompad DC, Djibuti M.","BMJ Public Health. 2025 Jul 31;3(2):e002114. doi: 10.1136/bmjph-2024-002114. eCollection 2025.","Pashalishvili M","BMJ Public Health","2025","2025/08/04","PMC12314948","","10.1136/bmjph-2024-002114"
"36769760","Comparative Survival Outcomes of Hyperthermic Intraperitoneal Chemotherapy, Intraperitoneal Chemotherapy and Intravenous Chemotherapy for Primary Advanced Ovarian Cancer: A Network Meta-Analysis","Tang Q, Huang M, Zhang J, Huang Z, Wang L, Gong Z, Tang L.","J Clin Med. 2023 Jan 31;12(3):1111. doi: 10.3390/jcm12031111.","Tang Q","J Clin Med","2023","2023/02/11","PMC9917421","","10.3390/jcm12031111"
"35207403","Acetylcholine Use in Modern Cardiac Catheterization Laboratories: A Systematic Review","Marrone A, Pavasini R, Scollo E, Gibiino F, Pompei G, Caglioni S, Biscaglia S, Campo G, Tebaldi M.","J Clin Med. 2022 Feb 21;11(4):1129. doi: 10.3390/jcm11041129.","Marrone A","J Clin Med","2022","2022/02/25","PMC8880288","","10.3390/jcm11041129"
"40613388","Advance care planning for children with life-limiting and life-threatening conditions","Yamaji N, Kelly K, Hinds P, Ota E, Hiratsuka K, Hasegawa T, Noma H, Suzuki D, Balogun OO, Ikeda M.","Cochrane Database Syst Rev. 2025 Jul 4;7(7):CD016106. doi: 10.1002/14651858.CD016106.","Yamaji N","Cochrane Database Syst Rev","2025","2025/07/04","PMC12229273","","10.1002/14651858.CD016106"
"40277502","Electrolytic Cleaning of Dental Implants: A Scoping Review of Clinical Studies","Klein A, Rasperini G, Gruber R, Andrukhov O, Rausch-Fan X.","Dent J (Basel). 2025 Apr 18;13(4):172. doi: 10.3390/dj13040172.","Klein A","Dent J (Basel)","2025","2025/04/25","PMC12025659","","10.3390/dj13040172"
"36497758","Monkeypox: A Mini-Review on the Globally Emerging Orthopoxvirus","Evans A, AlShurman BA, Sehar H, Butt ZA.","Int J Environ Res Public Health. 2022 Nov 25;19(23):15684. doi: 10.3390/ijerph192315684.","Evans A","Int J Environ Res Public Health","2022","2022/12/11","PMC9737955","","10.3390/ijerph192315684"
"42194764","Capivasertib as a Therapeutic Agent for Breast Cancer: Targeting AKT to Overcome Endocrine Resistance","Damaskos C, Garmpis N, Arkadopoulos N, Michalopoulos NV, Garmpi A, Papandroudis MP, Effraimidou EI.","J Clin Med. 2026 May 15;15(10):3803. doi: 10.3390/jcm15103803.","Damaskos C","J Clin Med","2026","2026/05/27","PMC13207011","","10.3390/jcm15103803"
"37961258","Sensory Feedback and Central Neuronal Interactions in Mouse Locomotion","Molkov YI, Yu G, Ausborn J, Bouvier J, Danner SM, Rybak IA.","bioRxiv [Preprint]. 2023 Nov 2:2023.10.31.564886. doi: 10.1101/2023.10.31.564886.","Molkov YI","bioRxiv","2023","2023/11/14","PMC10634960","","10.1101/2023.10.31.564886"
"41694005","Understanding the role of preservice teachers' attachment in shaping core self-evaluations: the mediating effect of academic emotions in teacher education contexts","Zhang Y, Xu S.","Front Psychol. 2026 Jan 29;17:1717612. doi: 10.3389/fpsyg.2026.1717612. eCollection 2026.","Zhang Y","Front Psychol","2026","2026/02/16","PMC12895784","","10.3389/fpsyg.2026.1717612"
"39194914","Morphological and Phylogenetic Analyses Reveal Three Novel Species of Sanguinoderma (Ganodermataceae, Basidiomycota) from Yunnan Province, China","Niu KY, He J, Tang SM, Su XJ, Luo ZL.","J Fungi (Basel). 2024 Aug 19;10(8):589. doi: 10.3390/jof10080589.","Niu KY","J Fungi (Basel)","2024","2024/08/28","PMC11355366","","10.3390/jof10080589"
"41737003","Beam shaping techniques for pulsed laser ablation in liquids: Unlocking tunable control of nanoparticle synthesis in liquids","Molina-Prados S, Bulgakova NM, Bulgakov AV, Lancis J, Vega GM, Doñate-Buendia C.","Beilstein J Nanotechnol. 2026 Feb 16;17:309-342. doi: 10.3762/bjnano.17.22. eCollection 2026.","Molina-Prados S","Beilstein J Nanotechnol","2026","2026/02/25","PMC12927492","","10.3762/bjnano.17.22"
"37151900","Sex differences and the effect of female sex hormones on auditory function: a systematic review","Aloufi N, Heinrich A, Marshall K, Kluk K.","Front Hum Neurosci. 2023 Apr 21;17:1077409. doi: 10.3389/fnhum.2023.1077409. eCollection 2023.","Aloufi N","Front Hum Neurosci","2023","2023/05/08","PMC10161575","","10.3389/fnhum.2023.1077409"
"40560014","Applications of Advanced Imaging for Radiotherapy Planning and Response Assessment in the Central Nervous System","Lawrence LSP, Chan RW, Singnurkar A, Detsky J, Heyn C, Maralani PJ, Soliman H, Stanisz GJ, Sahgal A, Lau AZ.","Tomography. 2025 Jun 12;11(6):68. doi: 10.3390/tomography11060068.","Lawrence LSP","Tomography","2025","2025/06/25","PMC12196579","","10.3390/tomography11060068"
"40325483","The neural mechanism and pathways underlying postoperative nausea and vomiting: a comprehensive review","Zhang Z, Wang X.","Eur J Med Res. 2025 May 5;30(1):362. doi: 10.1186/s40001-025-02632-1.","Zhang Z","Eur J Med Res","2025","2025/05/05","PMC12054289","","10.1186/s40001-025-02632-1"
"42180680","Effects of traditional Chinese medicine non-pharmacological intervention in patients with simple obesity: a systematic review and network meta-analysis","Wang Y, Wang L, Cheng F, Yuan X, Zhu M, Xu M, Tu N.","Front Med (Lausanne). 2026 May 8;13:1815757. doi: 10.3389/fmed.2026.1815757. eCollection 2026.","Wang Y","Front Med (Lausanne)","2026","2026/05/25","PMC13194107","","10.3389/fmed.2026.1815757"
"40688488","Multimodal Imaging and Dark-Adapted Chromatic Perimetry in BEST1 Vitelliform Macular Dystrophy: Identification of Outcome Measurements","Lima de Carvalho JR Jr, Oh JK, Ragi S, Kim J, Manzi RS, Sun E, Cabral T, Belfort R Jr, Greenstein VC, Sparrow JR, Tsang SH.","Ophthalmol Sci. 2025 May 6;5(5):100823. doi: 10.1016/j.xops.2025.100823. eCollection 2025 Sep-Oct.","Lima de Carvalho JR Jr","Ophthalmol Sci","2025","2025/07/21","PMC12270738","","10.1016/j.xops.2025.100823"
"34724990","Interleukin-6: evolving role in the management of neuropathic pain in neuroimmunological disorders","Serizawa K, Tomizawa-Shinohara H, Miyake S, Yogo K, Matsumoto Y.","Inflamm Regen. 2021 Nov 2;41(1):34. doi: 10.1186/s41232-021-00184-5.","Serizawa K","Inflamm Regen","2021","2021/11/02","PMC8561956","","10.1186/s41232-021-00184-5"
"","Angioedema with haloperidol - case report","Costa A, Jesus S, Alcafache J.","Eur Psychiatry. 2021 Aug 13;64(Suppl 1):S480-1. doi: 10.1192/j.eurpsy.2021.1284. eCollection 2021 Apr.","Costa A","Eur Psychiatry","2021","","PMC9475797","","10.1192/j.eurpsy.2021.1284"
"41618169","Sequential Phialemoniopsis curvata and Botryosphaeria dothidea infections over three years in bilateral lower limbs of a rheumatoid arthritis patient: a case-based review","Xia X, Liu Z.","BMC Infect Dis. 2026 Jan 30;26(1):451. doi: 10.1186/s12879-026-12737-5.","Xia X","BMC Infect Dis","2026","2026/01/30","PMC12930671","","10.1186/s12879-026-12737-5"
"35905202","Meditation-based intervention for obsessive-compulsive disorder: A PRISMA-compliant systematic review and meta-analysis","Lee SM, Suh HW, Kwak HY, Kim JW, Chung SY.","Medicine (Baltimore). 2022 Jul 29;101(30):e29147. doi: 10.1097/MD.0000000000029147.","Lee SM","Medicine (Baltimore)","2022","2022/07/29","PMC9333541","","10.1097/MD.0000000000029147"
"38526767","A Comparison of Clear Cell Sarcoma to Jaw and Salivary Tumors Bearing EWS Fusions","Xhori O, Deol N, Rivera CM, Zavras J, Weil SG, Zafari H, Thierauf JC, Faquin WC, Choy E, Rivera MN, John Iafrate A, Jaquinet A, Troulis MJ.","Head Neck Pathol. 2024 Mar 25;18(1):25. doi: 10.1007/s12105-024-01625-6.","Xhori O","Head Neck Pathol","2024","2024/03/25","PMC10963349","","10.1007/s12105-024-01625-6"
"39132356","Stenting of the Patent Ductus Arteriosus: A Meta-analysis and Literature Review","Bauser-Heaton H, Price K, Weber R, El-Said H.","J Soc Cardiovasc Angiogr Interv. 2022 Jul 7;1(6):100392. doi: 10.1016/j.jscai.2022.100392. eCollection 2022 Nov-Dec.","Bauser-Heaton H","J Soc Cardiovasc Angiogr Interv","2022","2024/08/12","PMC11308046","","10.1016/j.jscai.2022.100392"
"35795367","Effects of Adaptive Servo-Ventilation on Nocturnal Ventricular Arrhythmia in Heart Failure Patients With Reduced Ejection Fraction and Central Sleep Apnea-An Analysis From the SERVE-HF Major Substudy","Fisser C, Gall L, Bureck J, Vaas V, Priefert J, Fredersdorf S, Zeman F, Linz D, Woehrle H, Tamisier R, Teschler H, Cowie MR, Arzt M.","Front Cardiovasc Med. 2022 Jun 20;9:896917. doi: 10.3389/fcvm.2022.896917. eCollection 2022.","Fisser C","Front Cardiovasc Med","2022","2022/07/07","PMC9252521","","10.3389/fcvm.2022.896917"
"38558934","The effects of aging and hearing impairment on listening in noise","Boncz Á, Szalárdy O, Velősy PK, Béres L, Baumgartner R, Winkler I, Tóth B.","iScience. 2024 Feb 20;27(4):109295. doi: 10.1016/j.isci.2024.109295. eCollection 2024 Apr 19.","Boncz Á","iScience","2024","2024/04/01","PMC10981015","","10.1016/j.isci.2024.109295"
"37214256","Predictors of smoking cessation outcomes identified by machine learning: A systematic review","Bickel WK, Tomlinson DC, Craft WH, Ma M, Dwyer CL, Yeh YH, Tegge AN, Freitas-Lemos R, Athamneh LN.","Addict Neurosci. 2023 Jun;6:100068. doi: 10.1016/j.addicn.2023.100068. Epub 2023 Jan 31.","Bickel WK","Addict Neurosci","2023","2023/05/22","PMC10194042","NIHMS1891808","10.1016/j.addicn.2023.100068"
"38175323","Application of behavioural theories, models, and frameworks in pharmacy practice research based on published evidence: a scoping review","Nazar Z, Naseralallah LM, Stewart D, Paudyal V, Shafei L, Weidmann A.","Int J Clin Pharm. 2024 Jun;46(3):559-573. doi: 10.1007/s11096-023-01674-x. Epub 2024 Jan 4.","Nazar Z","Int J Clin Pharm","2024","2024/01/04","PMC11133055","","10.1007/s11096-023-01674-x"
"36409715","A reproducible experimental survey on biomedical sentence similarity: A string-based method sets the state of the art","Lara-Clares A, Lastra-Díaz JJ, Garcia-Serrano A.","PLoS One. 2022 Nov 21;17(11):e0276539. doi: 10.1371/journal.pone.0276539. eCollection 2022.","Lara-Clares A","PLoS One","2022","2022/11/21","PMC9678326","","10.1371/journal.pone.0276539"
"","Skill mix among healthcare workers during the Covid-19 pandemic – a scoping review","Petka N, Nowak-Zając K, Badora-Musiał K, Domagała A, Kowalska-Bobko I.","Eur J Public Health. 2024 Oct 28;34(Suppl 3):ckae144.1874. doi: 10.1093/eurpub/ckae144.1874. eCollection 2024 Nov.","Petka N","Eur J Public Health","2024","","PMC11517770","","10.1093/eurpub/ckae144.1874"
"","SURG-13. SYSTEMATIC REVIEW AND META-ANALYSIS OF IMPACT OF EXTENT OF RESECTION ON SURVIVAL ON GLIOBLASTOMA, IDH-WILDTYPE, WHO GRADE 4 (WHO 2021)","Jusue-Torres I, Lee J, Germanwala A, Burns T, Parney I.","Neuro Oncol. 2022 Nov 14;24(Suppl 7):vii254. doi: 10.1093/neuonc/noac209.979. eCollection 2022 Nov.","Jusue-Torres I","Neuro Oncol","2022","","PMC9660814","","10.1093/neuonc/noac209.979"
"","Alterations in peripheral levels of cytokines and associated inflammatory markers in acute and chronic stages of schizophrenia spectrum disorders: a systematic review and network meta-analysis","Halstead S, Siskind D, Amft M, Wagner E, Yakimov V, Liu Z, Walder K, Warren N.","Eur Psychiatry. 2023 Jul 19;66(Suppl 1):S487-8. doi: 10.1192/j.eurpsy.2023.1042. eCollection 2023 Mar.","Halstead S","Eur Psychiatry","2023","","PMC10434679","","10.1192/j.eurpsy.2023.1042"
"42306726","Perioperative management of cardiac implantable electronic devices: a state of the art narrative review","Fernando RJ, Crimi E, Puttur Rajkumar K, Marchant BE, Garner CR, Eastlack SC, Hicks MH, Royster RL.","J Thorac Dis. 2026 May 31;18(5):536. doi: 10.21037/jtd-2026-1-0434. Epub 2026 May 27.","Fernando RJ","J Thorac Dis","2026","2026/06/17","PMC13266869","","10.21037/jtd-2026-1-0434"
